,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALTR,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,BRCM,CA,CELG,CERN,CHKP,CHRW,CHTR,CMCSA,COST,CSCO,CTRX,CTSH,CTXS,DISCA,DISH,DLTR,DTV,EBAY,EQIX,ESRX,EXPD,EXPE,FAST,FB,FFIV,FISV,GILD,GMCR,GOOG,GRMN,HSIC,ILMN,INTC,INTU,ISRG,KLAC,KRFT,LBTYA,LINTA,LLTC,LMCA,MAR,MAT,MNST,MSFT,MU,MWW,MXIM,MYL,NFLX,NTAP,NVDA,NWSA,NXPI,ORLY,PAYX,PCAR,PCLN,QCOM,REGN,ROST,SBAC,SBUX,SIAL,SIRI,SNDK,SPLS,SRCL,STX,SYMC,TRIP,TSCO,TSLA,TXN,VIAB,VIP,VOD,VRSK,VRTX,WDC,WFM,WYNN,XLNX,YHOO
TRIP,0.794871795,0.846153846,0.700854701,0.564102564,0.846153846,0.982905983,0.854700855,0.931623932,0.717948718,0.829059829,0.948717949,0.931623932,0.666666667,0.752136752,1,0.811965812,0.923076923,0.794871795,0.111111111,0.820512821,0.94017094,0.188034188,0.94017094,0.683760684,0.794871795,0.863247863,0.888888889,0.965811966,0.905982906,0.871794872,0.829059829,0.923076923,0.871794872,0.957264957,0.982905983,0.88034188,0.820512821,0.991452991,0.717948718,0.965811966,0.965811966,0.863247863,0.897435897,0.837606838,0.982905983,0.905982906,0.418803419,0.982905983,0.726495726,0.854700855,0.957264957,0.974358974,0.897435897,0.957264957,0.52991453,0.837606838,0.52991453,0.94017094,0.52991453,0.444444444,0.786324786,0.811965812,0.88034188,0.854700855,0.666666667,0.974358974,0.931623932,0.94017094,0.820512821,0.948717949,0.632478632,0.752136752,0.188034188,0.974358974,0.871794872,0.897435897,0.94017094,0.905982906,0.752136752,0.786324786,0.914529915,0.897435897,0.88034188,0.905982906,0.820512821,0.846153846,1,0.307692308,0.974358974,0.581196581,0.948717949,0.931623932,0.923076923,0.752136752,0.905982906,0.743589744,0.829059829,0.982905983,0.863247863,0.957264957
TSCO,0.512820513,0.461538462,0.606837607,0.743589744,0.461538462,0.324786325,0.452991453,0.376068376,0.58974359,0.478632479,0.358974359,0.239316239,0.641025641,0.555555556,0.307692308,0.495726496,0.384615385,0.512820513,0.803418803,0.487179487,0.367521368,0.88034188,0.367521368,0.623931624,0.512820513,0.444444444,0.196581197,0.341880342,0.401709402,0.435897436,0.478632479,0.384615385,0.435897436,0.35042735,0.324786325,0.427350427,0.487179487,0.299145299,0.58974359,0.273504274,0.341880342,0.444444444,0.41025641,0.47008547,0.324786325,0.401709402,0.888888889,0.324786325,0.581196581,0.452991453,0.35042735,0.333333333,0.205128205,0.264957265,0.777777778,0.47008547,0.777777778,0.367521368,0.777777778,0.863247863,0.521367521,0.495726496,0.427350427,0.452991453,0.641025641,0.333333333,0.376068376,0.367521368,0.487179487,0.256410256,0.675213675,0.555555556,0.88034188,0.333333333,0.435897436,0.41025641,0.367521368,0.401709402,0.555555556,0.521367521,0.393162393,0.41025641,0.427350427,0.401709402,0.487179487,0.461538462,0.307692308,1,0.282051282,0.726495726,0.256410256,0.376068376,0.384615385,0.555555556,0.401709402,0.564102564,0.478632479,0.290598291,0.444444444,0.35042735
TSLA,0.769230769,0.820512821,0.675213675,0.538461538,0.820512821,0.957264957,0.829059829,0.905982906,0.692307692,0.803418803,0.923076923,0.957264957,0.641025641,0.726495726,0.974358974,0.786324786,0.897435897,0.769230769,0.085470085,0.794871795,0.914529915,0.162393162,0.914529915,0.658119658,0.769230769,0.837606838,0.914529915,0.94017094,0.88034188,0.846153846,0.803418803,0.897435897,0.846153846,0.931623932,0.957264957,0.854700855,0.794871795,0.982905983,0.692307692,0.991452991,0.94017094,0.837606838,0.871794872,0.811965812,0.957264957,0.88034188,0.393162393,0.957264957,0.700854701,0.829059829,0.931623932,0.948717949,0.923076923,0.982905983,0.504273504,0.811965812,0.504273504,0.914529915,0.504273504,0.418803419,0.760683761,0.786324786,0.854700855,0.829059829,0.641025641,0.948717949,0.905982906,0.914529915,0.794871795,0.974358974,0.606837607,0.726495726,0.162393162,0.948717949,0.846153846,0.871794872,0.914529915,0.88034188,0.726495726,0.760683761,0.888888889,0.871794872,0.854700855,0.88034188,0.794871795,0.820512821,0.974358974,0.282051282,1,0.555555556,0.974358974,0.905982906,0.897435897,0.726495726,0.88034188,0.717948718,0.803418803,0.991452991,0.837606838,0.931623932
TXN,0.786324786,0.735042735,0.88034188,0.982905983,0.735042735,0.598290598,0.726495726,0.64957265,0.863247863,0.752136752,0.632478632,0.512820513,0.914529915,0.829059829,0.581196581,0.769230769,0.658119658,0.786324786,0.52991453,0.760683761,0.641025641,0.606837607,0.641025641,0.897435897,0.786324786,0.717948718,0.47008547,0.615384615,0.675213675,0.709401709,0.752136752,0.658119658,0.709401709,0.623931624,0.598290598,0.700854701,0.760683761,0.572649573,0.863247863,0.547008547,0.615384615,0.717948718,0.683760684,0.743589744,0.598290598,0.675213675,0.837606838,0.598290598,0.854700855,0.726495726,0.623931624,0.606837607,0.478632479,0.538461538,0.948717949,0.743589744,0.948717949,0.641025641,0.948717949,0.863247863,0.794871795,0.769230769,0.700854701,0.726495726,0.914529915,0.606837607,0.64957265,0.641025641,0.760683761,0.52991453,0.948717949,0.829059829,0.606837607,0.606837607,0.709401709,0.683760684,0.641025641,0.675213675,0.829059829,0.794871795,0.666666667,0.683760684,0.700854701,0.675213675,0.760683761,0.735042735,0.581196581,0.726495726,0.555555556,1,0.52991453,0.64957265,0.658119658,0.829059829,0.675213675,0.837606838,0.752136752,0.564102564,0.717948718,0.623931624
VIAB,0.743589744,0.794871795,0.64957265,0.512820513,0.794871795,0.931623932,0.803418803,0.88034188,0.666666667,0.777777778,0.897435897,0.982905983,0.615384615,0.700854701,0.948717949,0.760683761,0.871794872,0.743589744,0.05982906,0.769230769,0.888888889,0.136752137,0.888888889,0.632478632,0.743589744,0.811965812,0.94017094,0.914529915,0.854700855,0.820512821,0.777777778,0.871794872,0.820512821,0.905982906,0.931623932,0.829059829,0.769230769,0.957264957,0.666666667,0.982905983,0.914529915,0.811965812,0.846153846,0.786324786,0.931623932,0.854700855,0.367521368,0.931623932,0.675213675,0.803418803,0.905982906,0.923076923,0.948717949,0.991452991,0.478632479,0.786324786,0.478632479,0.888888889,0.478632479,0.393162393,0.735042735,0.760683761,0.829059829,0.803418803,0.615384615,0.923076923,0.88034188,0.888888889,0.769230769,1,0.581196581,0.700854701,0.136752137,0.923076923,0.820512821,0.846153846,0.888888889,0.854700855,0.700854701,0.735042735,0.863247863,0.846153846,0.829059829,0.854700855,0.769230769,0.794871795,0.948717949,0.256410256,0.974358974,0.52991453,1,0.88034188,0.871794872,0.700854701,0.854700855,0.692307692,0.777777778,0.965811966,0.811965812,0.905982906
VIP,0.863247863,0.914529915,0.769230769,0.632478632,0.914529915,0.948717949,0.923076923,1,0.786324786,0.897435897,0.982905983,0.863247863,0.735042735,0.820512821,0.931623932,0.88034188,0.991452991,0.863247863,0.179487179,0.888888889,0.991452991,0.256410256,0.991452991,0.752136752,0.863247863,0.931623932,0.820512821,0.965811966,0.974358974,0.94017094,0.897435897,0.991452991,0.94017094,0.974358974,0.948717949,0.948717949,0.888888889,0.923076923,0.786324786,0.897435897,0.965811966,0.931623932,0.965811966,0.905982906,0.948717949,0.974358974,0.487179487,0.948717949,0.794871795,0.923076923,0.974358974,0.957264957,0.829059829,0.888888889,0.598290598,0.905982906,0.598290598,0.991452991,0.598290598,0.512820513,0.854700855,0.88034188,0.948717949,0.923076923,0.735042735,0.957264957,1,0.991452991,0.888888889,0.88034188,0.700854701,0.820512821,0.256410256,0.957264957,0.94017094,0.965811966,0.991452991,0.974358974,0.820512821,0.854700855,0.982905983,0.965811966,0.948717949,0.974358974,0.888888889,0.914529915,0.931623932,0.376068376,0.905982906,0.64957265,0.88034188,1,0.991452991,0.820512821,0.974358974,0.811965812,0.897435897,0.914529915,0.931623932,0.974358974
VOD,0.871794872,0.923076923,0.777777778,0.641025641,0.923076923,0.94017094,0.931623932,0.991452991,0.794871795,0.905982906,0.974358974,0.854700855,0.743589744,0.829059829,0.923076923,0.888888889,1,0.871794872,0.188034188,0.897435897,0.982905983,0.264957265,0.982905983,0.760683761,0.871794872,0.94017094,0.811965812,0.957264957,0.982905983,0.948717949,0.905982906,1,0.948717949,0.965811966,0.94017094,0.957264957,0.897435897,0.914529915,0.794871795,0.888888889,0.957264957,0.94017094,0.974358974,0.914529915,0.94017094,0.982905983,0.495726496,0.94017094,0.803418803,0.931623932,0.965811966,0.948717949,0.820512821,0.88034188,0.606837607,0.914529915,0.606837607,0.982905983,0.606837607,0.521367521,0.863247863,0.888888889,0.957264957,0.931623932,0.743589744,0.948717949,0.991452991,0.982905983,0.897435897,0.871794872,0.709401709,0.829059829,0.264957265,0.948717949,0.948717949,0.974358974,0.982905983,0.982905983,0.829059829,0.863247863,0.991452991,0.974358974,0.957264957,0.982905983,0.897435897,0.923076923,0.923076923,0.384615385,0.897435897,0.658119658,0.871794872,0.991452991,1,0.829059829,0.982905983,0.820512821,0.905982906,0.905982906,0.94017094,0.965811966
VRSK,0.957264957,0.905982906,0.948717949,0.811965812,0.905982906,0.769230769,0.897435897,0.820512821,0.965811966,0.923076923,0.803418803,0.683760684,0.914529915,1,0.752136752,0.94017094,0.829059829,0.957264957,0.358974359,0.931623932,0.811965812,0.435897436,0.811965812,0.931623932,0.957264957,0.888888889,0.641025641,0.786324786,0.846153846,0.88034188,0.923076923,0.829059829,0.88034188,0.794871795,0.769230769,0.871794872,0.931623932,0.743589744,0.965811966,0.717948718,0.786324786,0.888888889,0.854700855,0.914529915,0.769230769,0.846153846,0.666666667,0.769230769,0.974358974,0.897435897,0.794871795,0.777777778,0.64957265,0.709401709,0.777777778,0.914529915,0.777777778,0.811965812,0.777777778,0.692307692,0.965811966,0.94017094,0.871794872,0.897435897,0.914529915,0.777777778,0.820512821,0.811965812,0.931623932,0.700854701,0.88034188,1,0.435897436,0.777777778,0.88034188,0.854700855,0.811965812,0.846153846,1,0.965811966,0.837606838,0.854700855,0.871794872,0.846153846,0.931623932,0.905982906,0.752136752,0.555555556,0.726495726,0.829059829,0.700854701,0.820512821,0.829059829,1,0.846153846,0.991452991,0.923076923,0.735042735,0.888888889,0.794871795
VRTX,0.888888889,0.94017094,0.794871795,0.658119658,0.94017094,0.923076923,0.948717949,0.974358974,0.811965812,0.923076923,0.957264957,0.837606838,0.760683761,0.846153846,0.905982906,0.905982906,0.982905983,0.888888889,0.205128205,0.914529915,0.965811966,0.282051282,0.965811966,0.777777778,0.888888889,0.957264957,0.794871795,0.94017094,1,0.965811966,0.923076923,0.982905983,0.965811966,0.948717949,0.923076923,0.974358974,0.914529915,0.897435897,0.811965812,0.871794872,0.94017094,0.957264957,0.991452991,0.931623932,0.923076923,1,0.512820513,0.923076923,0.820512821,0.948717949,0.948717949,0.931623932,0.803418803,0.863247863,0.623931624,0.931623932,0.623931624,0.965811966,0.623931624,0.538461538,0.88034188,0.905982906,0.974358974,0.948717949,0.760683761,0.931623932,0.974358974,0.965811966,0.914529915,0.854700855,0.726495726,0.846153846,0.282051282,0.931623932,0.965811966,0.991452991,0.965811966,1,0.846153846,0.88034188,0.991452991,0.991452991,0.974358974,1,0.914529915,0.94017094,0.905982906,0.401709402,0.88034188,0.675213675,0.854700855,0.974358974,0.982905983,0.846153846,1,0.837606838,0.923076923,0.888888889,0.957264957,0.948717949
WDC,0.948717949,0.897435897,0.957264957,0.820512821,0.897435897,0.760683761,0.888888889,0.811965812,0.974358974,0.914529915,0.794871795,0.675213675,0.923076923,0.991452991,0.743589744,0.931623932,0.820512821,0.948717949,0.367521368,0.923076923,0.803418803,0.444444444,0.803418803,0.94017094,0.948717949,0.88034188,0.632478632,0.777777778,0.837606838,0.871794872,0.914529915,0.820512821,0.871794872,0.786324786,0.760683761,0.863247863,0.923076923,0.735042735,0.974358974,0.709401709,0.777777778,0.88034188,0.846153846,0.905982906,0.760683761,0.837606838,0.675213675,0.760683761,0.982905983,0.888888889,0.786324786,0.769230769,0.641025641,0.700854701,0.786324786,0.905982906,0.786324786,0.803418803,0.786324786,0.700854701,0.957264957,0.931623932,0.863247863,0.888888889,0.923076923,0.769230769,0.811965812,0.803418803,0.923076923,0.692307692,0.888888889,0.991452991,0.444444444,0.769230769,0.871794872,0.846153846,0.803418803,0.837606838,0.991452991,0.957264957,0.829059829,0.846153846,0.863247863,0.837606838,0.923076923,0.897435897,0.743589744,0.564102564,0.717948718,0.837606838,0.692307692,0.811965812,0.820512821,0.991452991,0.837606838,1,0.914529915,0.726495726,0.88034188,0.786324786
WFM,0.965811966,0.982905983,0.871794872,0.735042735,0.982905983,0.846153846,0.974358974,0.897435897,0.888888889,1,0.88034188,0.760683761,0.837606838,0.923076923,0.829059829,0.982905983,0.905982906,0.965811966,0.282051282,0.991452991,0.888888889,0.358974359,0.888888889,0.854700855,0.965811966,0.965811966,0.717948718,0.863247863,0.923076923,0.957264957,1,0.905982906,0.957264957,0.871794872,0.846153846,0.948717949,0.991452991,0.820512821,0.888888889,0.794871795,0.863247863,0.965811966,0.931623932,0.991452991,0.846153846,0.923076923,0.58974359,0.846153846,0.897435897,0.974358974,0.871794872,0.854700855,0.726495726,0.786324786,0.700854701,0.991452991,0.700854701,0.888888889,0.700854701,0.615384615,0.957264957,0.982905983,0.948717949,0.974358974,0.837606838,0.854700855,0.897435897,0.888888889,0.991452991,0.777777778,0.803418803,0.923076923,0.358974359,0.854700855,0.957264957,0.931623932,0.888888889,0.923076923,0.923076923,0.957264957,0.914529915,0.931623932,0.948717949,0.923076923,0.991452991,0.982905983,0.829059829,0.478632479,0.803418803,0.752136752,0.777777778,0.897435897,0.905982906,0.923076923,0.923076923,0.914529915,1,0.811965812,0.965811966,0.871794872
WYNN,0.777777778,0.829059829,0.683760684,0.547008547,0.829059829,0.965811966,0.837606838,0.914529915,0.700854701,0.811965812,0.931623932,0.948717949,0.64957265,0.735042735,0.982905983,0.794871795,0.905982906,0.777777778,0.094017094,0.803418803,0.923076923,0.170940171,0.923076923,0.666666667,0.777777778,0.846153846,0.905982906,0.948717949,0.888888889,0.854700855,0.811965812,0.905982906,0.854700855,0.94017094,0.965811966,0.863247863,0.803418803,0.991452991,0.700854701,0.982905983,0.948717949,0.846153846,0.88034188,0.820512821,0.965811966,0.888888889,0.401709402,0.965811966,0.709401709,0.837606838,0.94017094,0.957264957,0.914529915,0.974358974,0.512820513,0.820512821,0.512820513,0.923076923,0.512820513,0.427350427,0.769230769,0.794871795,0.863247863,0.837606838,0.64957265,0.957264957,0.914529915,0.923076923,0.803418803,0.965811966,0.615384615,0.735042735,0.170940171,0.957264957,0.854700855,0.88034188,0.923076923,0.888888889,0.735042735,0.769230769,0.897435897,0.88034188,0.863247863,0.888888889,0.803418803,0.829059829,0.982905983,0.290598291,0.991452991,0.564102564,0.965811966,0.914529915,0.905982906,0.735042735,0.888888889,0.726495726,0.811965812,1,0.846153846,0.94017094
XLNX,0.931623932,0.982905983,0.837606838,0.700854701,0.982905983,0.88034188,0.991452991,0.931623932,0.854700855,0.965811966,0.914529915,0.794871795,0.803418803,0.888888889,0.863247863,0.948717949,0.94017094,0.931623932,0.247863248,0.957264957,0.923076923,0.324786325,0.923076923,0.820512821,0.931623932,1,0.752136752,0.897435897,0.957264957,0.991452991,0.965811966,0.94017094,0.991452991,0.905982906,0.88034188,0.982905983,0.957264957,0.854700855,0.854700855,0.829059829,0.897435897,1,0.965811966,0.974358974,0.88034188,0.957264957,0.555555556,0.88034188,0.863247863,0.991452991,0.905982906,0.888888889,0.760683761,0.820512821,0.666666667,0.974358974,0.666666667,0.923076923,0.666666667,0.581196581,0.923076923,0.948717949,0.982905983,0.991452991,0.803418803,0.888888889,0.931623932,0.923076923,0.957264957,0.811965812,0.769230769,0.888888889,0.324786325,0.888888889,0.991452991,0.965811966,0.923076923,0.957264957,0.888888889,0.923076923,0.948717949,0.965811966,0.982905983,0.957264957,0.957264957,0.982905983,0.863247863,0.444444444,0.837606838,0.717948718,0.811965812,0.931623932,0.94017094,0.888888889,0.957264957,0.88034188,0.965811966,0.846153846,1,0.905982906
YHOO,0.837606838,0.888888889,0.743589744,0.606837607,0.888888889,0.974358974,0.897435897,0.974358974,0.760683761,0.871794872,0.991452991,0.888888889,0.709401709,0.794871795,0.957264957,0.854700855,0.965811966,0.837606838,0.153846154,0.863247863,0.982905983,0.230769231,0.982905983,0.726495726,0.837606838,0.905982906,0.846153846,0.991452991,0.948717949,0.914529915,0.871794872,0.965811966,0.914529915,1,0.974358974,0.923076923,0.863247863,0.948717949,0.760683761,0.923076923,0.991452991,0.905982906,0.94017094,0.88034188,0.974358974,0.948717949,0.461538462,0.974358974,0.769230769,0.897435897,1,0.982905983,0.854700855,0.914529915,0.572649573,0.88034188,0.572649573,0.982905983,0.572649573,0.487179487,0.829059829,0.854700855,0.923076923,0.897435897,0.709401709,0.982905983,0.974358974,0.982905983,0.863247863,0.905982906,0.675213675,0.794871795,0.230769231,0.982905983,0.914529915,0.94017094,0.982905983,0.948717949,0.794871795,0.829059829,0.957264957,0.94017094,0.923076923,0.948717949,0.863247863,0.888888889,0.957264957,0.35042735,0.931623932,0.623931624,0.905982906,0.974358974,0.965811966,0.794871795,0.948717949,0.786324786,0.871794872,0.94017094,0.905982906,1
